profile_id,capability_id,taxonomy_version_id,scope_level,scope_id,entry_segment,period_id,depth_distribution,expected_depth,sample_size,evidence_support,confidence,analysis_version
cdp_demo_ai_engineer_llm-application_bigtech_platform_all,cap_ai_engineer_llm-application,tx_demo_ai_engineer,cluster,bigtech_platform,all,y2026,"{""foundation"": 1, ""application"": 0, ""tradeoff"": 2}",tradeoff,3,"{""dimensions"": [""dim_ai_engineer_llm-app"", ""dim_ai_engineer_data-prep""], ""matched_postings"": 3}",0.70000,an_demo_ai_engineer
cdp_demo_ai_engineer_llm-application_bigtech_platform_entry_junior,cap_ai_engineer_llm-application,tx_demo_ai_engineer,cluster,bigtech_platform,entry_junior,y2026,"{""foundation"": 1, ""application"": 0, ""tradeoff"": 2}",tradeoff,3,"{""dimensions"": [""dim_ai_engineer_llm-app"", ""dim_ai_engineer_data-prep""], ""matched_postings"": 3}",0.70000,an_demo_ai_engineer
cdp_demo_ai_engineer_llm-application_startup_all,cap_ai_engineer_llm-application,tx_demo_ai_engineer,cluster,startup,all,y2026,"{""foundation"": 1, ""application"": 2, ""tradeoff"": 0}",application,3,"{""dimensions"": [""dim_ai_engineer_llm-app"", ""dim_ai_engineer_data-prep""], ""matched_postings"": 3}",0.70000,an_demo_ai_engineer
cdp_demo_ai_engineer_llm-application_startup_entry_junior,cap_ai_engineer_llm-application,tx_demo_ai_engineer,cluster,startup,entry_junior,y2026,"{""foundation"": 1, ""application"": 1, ""tradeoff"": 0}",application,2,"{""dimensions"": [""dim_ai_engineer_llm-app"", ""dim_ai_engineer_data-prep""], ""matched_postings"": 2}",0.70000,an_demo_ai_engineer
cdp_demo_ai_engineer_llm-application_b2b_saas_all,cap_ai_engineer_llm-application,tx_demo_ai_engineer,cluster,b2b_saas,all,y2026,"{""foundation"": 0, ""application"": 3, ""tradeoff"": 0}",application,3,"{""dimensions"": [""dim_ai_engineer_llm-app"", ""dim_ai_engineer_data-prep""], ""matched_postings"": 3}",0.70000,an_demo_ai_engineer
cdp_demo_ai_engineer_llm-application_b2b_saas_entry_junior,cap_ai_engineer_llm-application,tx_demo_ai_engineer,cluster,b2b_saas,entry_junior,y2026,"{""foundation"": 0, ""application"": 2, ""tradeoff"": 0}",application,2,"{""dimensions"": [""dim_ai_engineer_llm-app"", ""dim_ai_engineer_data-prep""], ""matched_postings"": 2}",0.70000,an_demo_ai_engineer
cdp_demo_ai_engineer_llm-application_fintech_finance_all,cap_ai_engineer_llm-application,tx_demo_ai_engineer,cluster,fintech_finance,all,y2026,"{""foundation"": 0, ""application"": 0, ""tradeoff"": 3}",tradeoff,3,"{""dimensions"": [""dim_ai_engineer_llm-app"", ""dim_ai_engineer_data-prep""], ""matched_postings"": 3}",0.70000,an_demo_ai_engineer
cdp_demo_ai_engineer_llm-application_fintech_finance_entry_junior,cap_ai_engineer_llm-application,tx_demo_ai_engineer,cluster,fintech_finance,entry_junior,y2026,"{""foundation"": 0, ""application"": 0, ""tradeoff"": 1}",tradeoff,1,"{""dimensions"": [""dim_ai_engineer_llm-app"", ""dim_ai_engineer_data-prep""], ""matched_postings"": 1}",0.70000,an_demo_ai_engineer
cdp_demo_ai_engineer_llm-application_si_enterprise_all,cap_ai_engineer_llm-application,tx_demo_ai_engineer,cluster,si_enterprise,all,y2026,"{""foundation"": 0, ""application"": 3, ""tradeoff"": 0}",application,3,"{""dimensions"": [""dim_ai_engineer_llm-app"", ""dim_ai_engineer_data-prep""], ""matched_postings"": 3}",0.70000,an_demo_ai_engineer
cdp_demo_ai_engineer_llm-application_si_enterprise_entry_junior,cap_ai_engineer_llm-application,tx_demo_ai_engineer,cluster,si_enterprise,entry_junior,y2026,"{""foundation"": 0, ""application"": 1, ""tradeoff"": 0}",application,1,"{""dimensions"": [""dim_ai_engineer_llm-app"", ""dim_ai_engineer_data-prep""], ""matched_postings"": 1}",0.70000,an_demo_ai_engineer
cdp_demo_ai_engineer_llm-application_game_all,cap_ai_engineer_llm-application,tx_demo_ai_engineer,cluster,game,all,y2026,"{""foundation"": 0, ""application"": 3, ""tradeoff"": 0}",application,3,"{""dimensions"": [""dim_ai_engineer_llm-app"", ""dim_ai_engineer_data-prep""], ""matched_postings"": 3}",0.70000,an_demo_ai_engineer
cdp_demo_ai_engineer_llm-application_game_entry_junior,cap_ai_engineer_llm-application,tx_demo_ai_engineer,cluster,game,entry_junior,y2026,"{""foundation"": 0, ""application"": 1, ""tradeoff"": 0}",application,1,"{""dimensions"": [""dim_ai_engineer_llm-app"", ""dim_ai_engineer_data-prep""], ""matched_postings"": 1}",0.70000,an_demo_ai_engineer
cdp_demo_data_engineer_data-modeling_overall_all,cap_data_engineer_data-modeling,tx_demo_data_engineer,overall,data_engineer,all,y2026,"{""foundation"": 0, ""application"": 16, ""tradeoff"": 2}",application,18,"{""dimensions"": [""dim_data_engineer_sql-analytics"", ""dim_data_engineer_data-warehouse""], ""matched_postings"": 18}",0.85000,an_demo_data_engineer
cdp_demo_data_engineer_data-modeling_overall_entry_junior,cap_data_engineer_data-modeling,tx_demo_data_engineer,overall,data_engineer,entry_junior,y2026,"{""foundation"": 0, ""application"": 8, ""tradeoff"": 2}",application,10,"{""dimensions"": [""dim_data_engineer_sql-analytics"", ""dim_data_engineer_data-warehouse""], ""matched_postings"": 10}",0.85000,an_demo_data_engineer
cdp_demo_data_engineer_data-modeling_bigtech_platform_all,cap_data_engineer_data-modeling,tx_demo_data_engineer,cluster,bigtech_platform,all,y2026,"{""foundation"": 0, ""application"": 3, ""tradeoff"": 0}",application,3,"{""dimensions"": [""dim_data_engineer_sql-analytics"", ""dim_data_engineer_data-warehouse""], ""matched_postings"": 3}",0.70000,an_demo_data_engineer
cdp_demo_data_engineer_data-modeling_bigtech_platform_entry_junior,cap_data_engineer_data-modeling,tx_demo_data_engineer,cluster,bigtech_platform,entry_junior,y2026,"{""foundation"": 0, ""application"": 3, ""tradeoff"": 0}",application,3,"{""dimensions"": [""dim_data_engineer_sql-analytics"", ""dim_data_engineer_data-warehouse""], ""matched_postings"": 3}",0.70000,an_demo_data_engineer
cdp_demo_data_engineer_data-modeling_startup_all,cap_data_engineer_data-modeling,tx_demo_data_engineer,cluster,startup,all,y2026,"{""foundation"": 0, ""application"": 3, ""tradeoff"": 0}",application,3,"{""dimensions"": [""dim_data_engineer_sql-analytics"", ""dim_data_engineer_data-warehouse""], ""matched_postings"": 3}",0.70000,an_demo_data_engineer
cdp_demo_data_engineer_data-modeling_startup_entry_junior,cap_data_engineer_data-modeling,tx_demo_data_engineer,cluster,startup,entry_junior,y2026,"{""foundation"": 0, ""application"": 1, ""tradeoff"": 0}",application,1,"{""dimensions"": [""dim_data_engineer_sql-analytics"", ""dim_data_engineer_data-warehouse""], ""matched_postings"": 1}",0.70000,an_demo_data_engineer
cdp_demo_data_engineer_data-modeling_b2b_saas_all,cap_data_engineer_data-modeling,tx_demo_data_engineer,cluster,b2b_saas,all,y2026,"{""foundation"": 0, ""application"": 3, ""tradeoff"": 0}",application,3,"{""dimensions"": [""dim_data_engineer_sql-analytics"", ""dim_data_engineer_data-warehouse""], ""matched_postings"": 3}",0.70000,an_demo_data_engineer
cdp_demo_data_engineer_data-modeling_b2b_saas_entry_junior,cap_data_engineer_data-modeling,tx_demo_data_engineer,cluster,b2b_saas,entry_junior,y2026,"{""foundation"": 0, ""application"": 2, ""tradeoff"": 0}",application,2,"{""dimensions"": [""dim_data_engineer_sql-analytics"", ""dim_data_engineer_data-warehouse""], ""matched_postings"": 2}",0.70000,an_demo_data_engineer
cdp_demo_data_engineer_data-modeling_fintech_finance_all,cap_data_engineer_data-modeling,tx_demo_data_engineer,cluster,fintech_finance,all,y2026,"{""foundation"": 0, ""application"": 1, ""tradeoff"": 2}",tradeoff,3,"{""dimensions"": [""dim_data_engineer_sql-analytics"", ""dim_data_engineer_data-warehouse""], ""matched_postings"": 3}",0.70000,an_demo_data_engineer
cdp_demo_data_engineer_data-modeling_fintech_finance_entry_junior,cap_data_engineer_data-modeling,tx_demo_data_engineer,cluster,fintech_finance,entry_junior,y2026,"{""foundation"": 0, ""application"": 1, ""tradeoff"": 2}",tradeoff,3,"{""dimensions"": [""dim_data_engineer_sql-analytics"", ""dim_data_engineer_data-warehouse""], ""matched_postings"": 3}",0.70000,an_demo_data_engineer
cdp_demo_data_engineer_data-modeling_si_enterprise_all,cap_data_engineer_data-modeling,tx_demo_data_engineer,cluster,si_enterprise,all,y2026,"{""foundation"": 0, ""application"": 3, ""tradeoff"": 0}",application,3,"{""dimensions"": [""dim_data_engineer_sql-analytics"", ""dim_data_engineer_data-warehouse""], ""matched_postings"": 3}",0.70000,an_demo_data_engineer
cdp_demo_data_engineer_data-modeling_si_enterprise_entry_junior,cap_data_engineer_data-modeling,tx_demo_data_engineer,cluster,si_enterprise,entry_junior,y2026,"{""foundation"": 0, ""application"": 1, ""tradeoff"": 0}",application,1,"{""dimensions"": [""dim_data_engineer_sql-analytics"", ""dim_data_engineer_data-warehouse""], ""matched_postings"": 1}",0.70000,an_demo_data_engineer
cdp_demo_data_engineer_data-modeling_game_all,cap_data_engineer_data-modeling,tx_demo_data_engineer,cluster,game,all,y2026,"{""foundation"": 0, ""application"": 3, ""tradeoff"": 0}",application,3,"{""dimensions"": [""dim_data_engineer_sql-analytics"", ""dim_data_engineer_data-warehouse""], ""matched_postings"": 3}",0.70000,an_demo_data_engineer
cdp_demo_data_engineer_pipeline-engineering_overall_all,cap_data_engineer_pipeline-engineering,tx_demo_data_engineer,overall,data_engineer,all,y2026,"{""foundation"": 1, ""application"": 12, ""tradeoff"": 5}",application,18,"{""dimensions"": [""dim_data_engineer_spark-batch"", ""dim_data_engineer_workflow-orchestration""], ""matched_postings"": 18}",0.85000,an_demo_data_engineer
cdp_demo_data_engineer_pipeline-engineering_overall_entry_junior,cap_data_engineer_pipeline-engineering,tx_demo_data_engineer,overall,data_engineer,entry_junior,y2026,"{""foundation"": 1, ""application"": 6, ""tradeoff"": 3}",application,10,"{""dimensions"": [""dim_data_engineer_spark-batch"", ""dim_data_engineer_workflow-orchestration""], ""matched_postings"": 10}",0.85000,an_demo_data_engineer
cdp_demo_data_engineer_pipeline-engineering_bigtech_platform_all,cap_data_engineer_pipeline-engineering,tx_demo_data_engineer,cluster,bigtech_platform,all,y2026,"{""foundation"": 0, ""application"": 1, ""tradeoff"": 2}",tradeoff,3,"{""dimensions"": [""dim_data_engineer_spark-batch"", ""dim_data_engineer_workflow-orchestration""], ""matched_postings"": 3}",0.70000,an_demo_data_engineer
cdp_demo_data_engineer_pipeline-engineering_bigtech_platform_entry_junior,cap_data_engineer_pipeline-engineering,tx_demo_data_engineer,cluster,bigtech_platform,entry_junior,y2026,"{""foundation"": 0, ""application"": 1, ""tradeoff"": 2}",tradeoff,3,"{""dimensions"": [""dim_data_engineer_spark-batch"", ""dim_data_engineer_workflow-orchestration""], ""matched_postings"": 3}",0.70000,an_demo_data_engineer
cdp_demo_data_engineer_pipeline-engineering_startup_all,cap_data_engineer_pipeline-engineering,tx_demo_data_engineer,cluster,startup,all,y2026,"{""foundation"": 0, ""application"": 0, ""tradeoff"": 3}",tradeoff,3,"{""dimensions"": [""dim_data_engineer_spark-batch"", ""dim_data_engineer_workflow-orchestration""], ""matched_postings"": 3}",0.70000,an_demo_data_engineer
cdp_demo_data_engineer_pipeline-engineering_startup_entry_junior,cap_data_engineer_pipeline-engineering,tx_demo_data_engineer,cluster,startup,entry_junior,y2026,"{""foundation"": 0, ""application"": 0, ""tradeoff"": 1}",tradeoff,1,"{""dimensions"": [""dim_data_engineer_spark-batch"", ""dim_data_engineer_workflow-orchestration""], ""matched_postings"": 1}",0.70000,an_demo_data_engineer
cdp_demo_data_engineer_pipeline-engineering_b2b_saas_all,cap_data_engineer_pipeline-engineering,tx_demo_data_engineer,cluster,b2b_saas,all,y2026,"{""foundation"": 0, ""application"": 3, ""tradeoff"": 0}",application,3,"{""dimensions"": [""dim_data_engineer_spark-batch"", ""dim_data_engineer_workflow-orchestration""], ""matched_postings"": 3}",0.70000,an_demo_data_engineer
cdp_demo_data_engineer_pipeline-engineering_b2b_saas_entry_junior,cap_data_engineer_pipeline-engineering,tx_demo_data_engineer,cluster,b2b_saas,entry_junior,y2026,"{""foundation"": 0, ""application"": 2, ""tradeoff"": 0}",application,2,"{""dimensions"": [""dim_data_engineer_spark-batch"", ""dim_data_engineer_workflow-orchestration""], ""matched_postings"": 2}",0.70000,an_demo_data_engineer
cdp_demo_data_engineer_pipeline-engineering_fintech_finance_all,cap_data_engineer_pipeline-engineering,tx_demo_data_engineer,cluster,fintech_finance,all,y2026,"{""foundation"": 1, ""application"": 2, ""tradeoff"": 0}",application,3,"{""dimensions"": [""dim_data_engineer_spark-batch"", ""dim_data_engineer_workflow-orchestration""], ""matched_postings"": 3}",0.70000,an_demo_data_engineer
cdp_demo_data_engineer_pipeline-engineering_fintech_finance_entry_junior,cap_data_engineer_pipeline-engineering,tx_demo_data_engineer,cluster,fintech_finance,entry_junior,y2026,"{""foundation"": 1, ""application"": 2, ""tradeoff"": 0}",application,3,"{""dimensions"": [""dim_data_engineer_spark-batch"", ""dim_data_engineer_workflow-orchestration""], ""matched_postings"": 3}",0.70000,an_demo_data_engineer
cdp_demo_data_engineer_pipeline-engineering_si_enterprise_all,cap_data_engineer_pipeline-engineering,tx_demo_data_engineer,cluster,si_enterprise,all,y2026,"{""foundation"": 0, ""application"": 3, ""tradeoff"": 0}",application,3,"{""dimensions"": [""dim_data_engineer_spark-batch"", ""dim_data_engineer_workflow-orchestration""], ""matched_postings"": 3}",0.70000,an_demo_data_engineer
cdp_demo_data_engineer_pipeline-engineering_si_enterprise_entry_junior,cap_data_engineer_pipeline-engineering,tx_demo_data_engineer,cluster,si_enterprise,entry_junior,y2026,"{""foundation"": 0, ""application"": 1, ""tradeoff"": 0}",application,1,"{""dimensions"": [""dim_data_engineer_spark-batch"", ""dim_data_engineer_workflow-orchestration""], ""matched_postings"": 1}",0.70000,an_demo_data_engineer
cdp_demo_data_engineer_pipeline-engineering_game_all,cap_data_engineer_pipeline-engineering,tx_demo_data_engineer,cluster,game,all,y2026,"{""foundation"": 0, ""application"": 3, ""tradeoff"": 0}",application,3,"{""dimensions"": [""dim_data_engineer_spark-batch"", ""dim_data_engineer_workflow-orchestration""], ""matched_postings"": 3}",0.70000,an_demo_data_engineer
cdp_demo_data_engineer_stream-processing_overall_all,cap_data_engineer_stream-processing,tx_demo_data_engineer,overall,data_engineer,all,y2026,"{""foundation"": 7, ""application"": 5, ""tradeoff"": 0}",foundation,18,"{""dimensions"": [""dim_data_engineer_streaming-ingest""], ""matched_postings"": 12}",0.85000,an_demo_data_engineer
cdp_demo_data_engineer_stream-processing_overall_entry_junior,cap_data_engineer_stream-processing,tx_demo_data_engineer,overall,data_engineer,entry_junior,y2026,"{""foundation"": 4, ""application"": 3, ""tradeoff"": 0}",foundation,10,"{""dimensions"": [""dim_data_engineer_streaming-ingest""], ""matched_postings"": 7}",0.85000,an_demo_data_engineer
cdp_demo_data_engineer_stream-processing_bigtech_platform_all,cap_data_engineer_stream-processing,tx_demo_data_engineer,cluster,bigtech_platform,all,y2026,"{""foundation"": 3, ""application"": 0, ""tradeoff"": 0}",foundation,3,"{""dimensions"": [""dim_data_engineer_streaming-ingest""], ""matched_postings"": 3}",0.70000,an_demo_data_engineer
cdp_demo_data_engineer_stream-processing_bigtech_platform_entry_junior,cap_data_engineer_stream-processing,tx_demo_data_engineer,cluster,bigtech_platform,entry_junior,y2026,"{""foundation"": 3, ""application"": 0, ""tradeoff"": 0}",foundation,3,"{""dimensions"": [""dim_data_engineer_streaming-ingest""], ""matched_postings"": 3}",0.70000,an_demo_data_engineer
cdp_demo_data_engineer_stream-processing_startup_all,cap_data_engineer_stream-processing,tx_demo_data_engineer,cluster,startup,all,y2026,"{""foundation"": 0, ""application"": 3, ""tradeoff"": 0}",application,3,"{""dimensions"": [""dim_data_engineer_streaming-ingest""], ""matched_postings"": 3}",0.70000,an_demo_data_engineer
cdp_demo_data_engineer_stream-processing_startup_entry_junior,cap_data_engineer_stream-processing,tx_demo_data_engineer,cluster,startup,entry_junior,y2026,"{""foundation"": 0, ""application"": 1, ""tradeoff"": 0}",application,1,"{""dimensions"": [""dim_data_engineer_streaming-ingest""], ""matched_postings"": 1}",0.70000,an_demo_data_engineer
cdp_demo_data_engineer_stream-processing_fintech_finance_all,cap_data_engineer_stream-processing,tx_demo_data_engineer,cluster,fintech_finance,all,y2026,"{""foundation"": 1, ""application"": 2, ""tradeoff"": 0}",application,3,"{""dimensions"": [""dim_data_engineer_streaming-ingest""], ""matched_postings"": 3}",0.70000,an_demo_data_engineer
cdp_demo_data_engineer_stream-processing_fintech_finance_entry_junior,cap_data_engineer_stream-processing,tx_demo_data_engineer,cluster,fintech_finance,entry_junior,y2026,"{""foundation"": 1, ""application"": 2, ""tradeoff"": 0}",application,3,"{""dimensions"": [""dim_data_engineer_streaming-ingest""], ""matched_postings"": 3}",0.70000,an_demo_data_engineer
cdp_demo_data_engineer_stream-processing_game_all,cap_data_engineer_stream-processing,tx_demo_data_engineer,cluster,game,all,y2026,"{""foundation"": 3, ""application"": 0, ""tradeoff"": 0}",foundation,3,"{""dimensions"": [""dim_data_engineer_streaming-ingest""], ""matched_postings"": 3}",0.70000,an_demo_data_engineer
cdp_demo_fullstack_feature-delivery,cap_fullstack_feature-delivery,tx_demo_fullstack,overall,fullstack,all,y2026,"{""foundation"": 0.2, ""application"": 0.6, ""tradeoff"": 0.2}",application,18,"{""assignments"": 60}",0.70000,an_demo_fullstack
cdp_demo_fullstack_contract-design,cap_fullstack_contract-design,tx_demo_fullstack,overall,fullstack,all,y2026,"{""foundation"": 0.3, ""application"": 0.4, ""tradeoff"": 0.3}",application,18,"{""assignments"": 54}",0.70000,an_demo_fullstack
cdp_demo_fullstack_ship-operate,cap_fullstack_ship-operate,tx_demo_fullstack,overall,fullstack,all,y2026,"{""foundation"": 0.4, ""application"": 0.5, ""tradeoff"": 0.1}",foundation,18,"{""assignments"": 27}",0.70000,an_demo_fullstack
cdp_demo_devops_container-orchestration_overall_all,cap_devops_container-orchestration,tx_demo_devops,overall,devops,all,y2026,"{""foundation"": 6, ""application"": 7, ""tradeoff"": 5}",application,18,"{""dimensions"": [""dim_devops_kubernetes"", ""dim_devops_cloud-network""], ""matched_postings"": 18}",0.85000,an_demo_devops
cdp_demo_devops_container-orchestration_overall_entry_junior,cap_devops_container-orchestration,tx_demo_devops,overall,devops,entry_junior,y2026,"{""foundation"": 4, ""application"": 4, ""tradeoff"": 2}",application,10,"{""dimensions"": [""dim_devops_kubernetes"", ""dim_devops_cloud-network""], ""matched_postings"": 10}",0.85000,an_demo_devops
cdp_demo_devops_container-orchestration_bigtech_platform_all,cap_devops_container-orchestration,tx_demo_devops,cluster,bigtech_platform,all,y2026,"{""foundation"": 0, ""application"": 3, ""tradeoff"": 0}",application,3,"{""dimensions"": [""dim_devops_kubernetes"", ""dim_devops_cloud-network""], ""matched_postings"": 3}",0.70000,an_demo_devops
cdp_demo_devops_container-orchestration_bigtech_platform_entry_junior,cap_devops_container-orchestration,tx_demo_devops,cluster,bigtech_platform,entry_junior,y2026,"{""foundation"": 0, ""application"": 2, ""tradeoff"": 0}",application,2,"{""dimensions"": [""dim_devops_kubernetes"", ""dim_devops_cloud-network""], ""matched_postings"": 2}",0.70000,an_demo_devops
cdp_demo_devops_container-orchestration_startup_all,cap_devops_container-orchestration,tx_demo_devops,cluster,startup,all,y2026,"{""foundation"": 2, ""application"": 1, ""tradeoff"": 0}",foundation,3,"{""dimensions"": [""dim_devops_kubernetes"", ""dim_devops_cloud-network""], ""matched_postings"": 3}",0.70000,an_demo_devops
cdp_demo_devops_container-orchestration_startup_entry_junior,cap_devops_container-orchestration,tx_demo_devops,cluster,startup,entry_junior,y2026,"{""foundation"": 2, ""application"": 0, ""tradeoff"": 0}",foundation,2,"{""dimensions"": [""dim_devops_kubernetes"", ""dim_devops_cloud-network""], ""matched_postings"": 2}",0.70000,an_demo_devops
cdp_demo_devops_container-orchestration_b2b_saas_all,cap_devops_container-orchestration,tx_demo_devops,cluster,b2b_saas,all,y2026,"{""foundation"": 0, ""application"": 3, ""tradeoff"": 0}",application,3,"{""dimensions"": [""dim_devops_kubernetes"", ""dim_devops_cloud-network""], ""matched_postings"": 3}",0.70000,an_demo_devops
cdp_demo_devops_container-orchestration_b2b_saas_entry_junior,cap_devops_container-orchestration,tx_demo_devops,cluster,b2b_saas,entry_junior,y2026,"{""foundation"": 0, ""application"": 2, ""tradeoff"": 0}",application,2,"{""dimensions"": [""dim_devops_kubernetes"", ""dim_devops_cloud-network""], ""matched_postings"": 2}",0.70000,an_demo_devops
cdp_demo_devops_container-orchestration_fintech_finance_all,cap_devops_container-orchestration,tx_demo_devops,cluster,fintech_finance,all,y2026,"{""foundation"": 1, ""application"": 0, ""tradeoff"": 2}",tradeoff,3,"{""dimensions"": [""dim_devops_kubernetes"", ""dim_devops_cloud-network""], ""matched_postings"": 3}",0.70000,an_demo_devops
cdp_demo_devops_container-orchestration_fintech_finance_entry_junior,cap_devops_container-orchestration,tx_demo_devops,cluster,fintech_finance,entry_junior,y2026,"{""foundation"": 1, ""application"": 0, ""tradeoff"": 1}",tradeoff,2,"{""dimensions"": [""dim_devops_kubernetes"", ""dim_devops_cloud-network""], ""matched_postings"": 2}",0.70000,an_demo_devops
cdp_demo_devops_container-orchestration_si_enterprise_all,cap_devops_container-orchestration,tx_demo_devops,cluster,si_enterprise,all,y2026,"{""foundation"": 3, ""application"": 0, ""tradeoff"": 0}",foundation,3,"{""dimensions"": [""dim_devops_kubernetes"", ""dim_devops_cloud-network""], ""matched_postings"": 3}",0.70000,an_demo_devops
cdp_demo_devops_container-orchestration_si_enterprise_entry_junior,cap_devops_container-orchestration,tx_demo_devops,cluster,si_enterprise,entry_junior,y2026,"{""foundation"": 1, ""application"": 0, ""tradeoff"": 0}",foundation,1,"{""dimensions"": [""dim_devops_kubernetes"", ""dim_devops_cloud-network""], ""matched_postings"": 1}",0.70000,an_demo_devops
cdp_demo_devops_container-orchestration_game_all,cap_devops_container-orchestration,tx_demo_devops,cluster,game,all,y2026,"{""foundation"": 0, ""application"": 0, ""tradeoff"": 3}",tradeoff,3,"{""dimensions"": [""dim_devops_kubernetes"", ""dim_devops_cloud-network""], ""matched_postings"": 3}",0.70000,an_demo_devops
cdp_demo_devops_container-orchestration_game_entry_junior,cap_devops_container-orchestration,tx_demo_devops,cluster,game,entry_junior,y2026,"{""foundation"": 0, ""application"": 0, ""tradeoff"": 1}",tradeoff,1,"{""dimensions"": [""dim_devops_kubernetes"", ""dim_devops_cloud-network""], ""matched_postings"": 1}",0.70000,an_demo_devops
cdp_demo_devops_delivery-automation_overall_all,cap_devops_delivery-automation,tx_demo_devops,overall,devops,all,y2026,"{""foundation"": 7, ""application"": 9, ""tradeoff"": 2}",application,18,"{""dimensions"": [""dim_devops_cicd-pipeline"", ""dim_devops_iac-terraform""], ""matched_postings"": 18}",0.85000,an_demo_devops
cdp_demo_devops_delivery-automation_overall_entry_junior,cap_devops_delivery-automation,tx_demo_devops,overall,devops,entry_junior,y2026,"{""foundation"": 3, ""application"": 6, ""tradeoff"": 1}",application,10,"{""dimensions"": [""dim_devops_cicd-pipeline"", ""dim_devops_iac-terraform""], ""matched_postings"": 10}",0.85000,an_demo_devops
cdp_demo_devops_delivery-automation_bigtech_platform_all,cap_devops_delivery-automation,tx_demo_devops,cluster,bigtech_platform,all,y2026,"{""foundation"": 0, ""application"": 3, ""tradeoff"": 0}",application,3,"{""dimensions"": [""dim_devops_cicd-pipeline"", ""dim_devops_iac-terraform""], ""matched_postings"": 3}",0.70000,an_demo_devops
cdp_demo_devops_delivery-automation_bigtech_platform_entry_junior,cap_devops_delivery-automation,tx_demo_devops,cluster,bigtech_platform,entry_junior,y2026,"{""foundation"": 0, ""application"": 2, ""tradeoff"": 0}",application,2,"{""dimensions"": [""dim_devops_cicd-pipeline"", ""dim_devops_iac-terraform""], ""matched_postings"": 2}",0.70000,an_demo_devops
cdp_demo_devops_delivery-automation_startup_all,cap_devops_delivery-automation,tx_demo_devops,cluster,startup,all,y2026,"{""foundation"": 0, ""application"": 3, ""tradeoff"": 0}",application,3,"{""dimensions"": [""dim_devops_cicd-pipeline"", ""dim_devops_iac-terraform""], ""matched_postings"": 3}",0.70000,an_demo_devops
cdp_demo_devops_delivery-automation_startup_entry_junior,cap_devops_delivery-automation,tx_demo_devops,cluster,startup,entry_junior,y2026,"{""foundation"": 0, ""application"": 2, ""tradeoff"": 0}",application,2,"{""dimensions"": [""dim_devops_cicd-pipeline"", ""dim_devops_iac-terraform""], ""matched_postings"": 2}",0.70000,an_demo_devops
cdp_demo_devops_delivery-automation_b2b_saas_all,cap_devops_delivery-automation,tx_demo_devops,cluster,b2b_saas,all,y2026,"{""foundation"": 0, ""application"": 3, ""tradeoff"": 0}",application,3,"{""dimensions"": [""dim_devops_cicd-pipeline"", ""dim_devops_iac-terraform""], ""matched_postings"": 3}",0.70000,an_demo_devops
cdp_demo_devops_delivery-automation_b2b_saas_entry_junior,cap_devops_delivery-automation,tx_demo_devops,cluster,b2b_saas,entry_junior,y2026,"{""foundation"": 0, ""application"": 2, ""tradeoff"": 0}",application,2,"{""dimensions"": [""dim_devops_cicd-pipeline"", ""dim_devops_iac-terraform""], ""matched_postings"": 2}",0.70000,an_demo_devops
cdp_demo_devops_delivery-automation_fintech_finance_all,cap_devops_delivery-automation,tx_demo_devops,cluster,fintech_finance,all,y2026,"{""foundation"": 1, ""application"": 0, ""tradeoff"": 2}",tradeoff,3,"{""dimensions"": [""dim_devops_cicd-pipeline"", ""dim_devops_iac-terraform""], ""matched_postings"": 3}",0.70000,an_demo_devops
cdp_demo_devops_delivery-automation_fintech_finance_entry_junior,cap_devops_delivery-automation,tx_demo_devops,cluster,fintech_finance,entry_junior,y2026,"{""foundation"": 1, ""application"": 0, ""tradeoff"": 1}",tradeoff,2,"{""dimensions"": [""dim_devops_cicd-pipeline"", ""dim_devops_iac-terraform""], ""matched_postings"": 2}",0.70000,an_demo_devops
cdp_demo_devops_delivery-automation_si_enterprise_all,cap_devops_delivery-automation,tx_demo_devops,cluster,si_enterprise,all,y2026,"{""foundation"": 3, ""application"": 0, ""tradeoff"": 0}",foundation,3,"{""dimensions"": [""dim_devops_cicd-pipeline"", ""dim_devops_iac-terraform""], ""matched_postings"": 3}",0.70000,an_demo_devops
cdp_demo_devops_delivery-automation_si_enterprise_entry_junior,cap_devops_delivery-automation,tx_demo_devops,cluster,si_enterprise,entry_junior,y2026,"{""foundation"": 1, ""application"": 0, ""tradeoff"": 0}",foundation,1,"{""dimensions"": [""dim_devops_cicd-pipeline"", ""dim_devops_iac-terraform""], ""matched_postings"": 1}",0.70000,an_demo_devops
cdp_demo_devops_delivery-automation_game_all,cap_devops_delivery-automation,tx_demo_devops,cluster,game,all,y2026,"{""foundation"": 3, ""application"": 0, ""tradeoff"": 0}",foundation,3,"{""dimensions"": [""dim_devops_cicd-pipeline"", ""dim_devops_iac-terraform""], ""matched_postings"": 3}",0.70000,an_demo_devops
cdp_demo_devops_delivery-automation_game_entry_junior,cap_devops_delivery-automation,tx_demo_devops,cluster,game,entry_junior,y2026,"{""foundation"": 1, ""application"": 0, ""tradeoff"": 0}",foundation,1,"{""dimensions"": [""dim_devops_cicd-pipeline"", ""dim_devops_iac-terraform""], ""matched_postings"": 1}",0.70000,an_demo_devops
